Wikipedia_movie_ID,Movie_name,Release_date,Revenue,Runtime,Languages,Countries,Genres,weightedAverageRating,totalVotes,is_blockbuster,year
30607472.0,breathless,1960-01-01,686703.0,0 days 02:10:00,Korean,South Korea,"Crime Fiction, Drama, World cinema",7.7,89850.0,False,1960
339526.0,breathless,1960-03-16,67464.0,0 days 01:30:00,"French, English","United States of America, France","Crime Fiction, Art film, World cinema, Black-and-white, Drama, Romance Film, Neo-noir",7.7,89850.0,False,1960
5989305.0,breathless,1960-01-01,19910002.0,0 days 01:33:00,English,United States of America,"Crime Fiction, Remake, Drama, Suspense, Romantic drama, Crime Thriller, Romance Film",7.7,89850.0,False,1960
2491582.0,eyes without a face,1960-01-01,,0 days 01:30:00,French,"France, Italy","Gothic Film, Horror, World cinema, Black-and-white",7.6,36551.0,False,1960
330874.0,l'avventura,1960-01-01,,0 days 02:23:00,"Italian, English","France, Italy","Mystery, Drama, World cinema, Black-and-white, Adventure",7.7,33542.0,False,1960
557036.0,la dolce vita,1960-02-03,19516000.0,0 days 02:57:00,"French, Italian, German, English","France, Italy","Ensemble Film, World cinema, Media Satire, Comedy-drama, Black-and-white, Satire, Drama, Comedy",8.0,80111.0,False,1960
413949.0,peeping tom,1960-04-07,,0 days 01:41:00,English,United Kingdom,"Thriller, Crime Fiction, Horror, Psychological thriller, Cult, Suspense",7.6,41081.0,False,1960
24176843.0,psycho,1960-01-01,,,Kannada,India,Thriller,8.5,738572.0,True,1960
5441262.0,psycho,1960-06-16,,0 days 01:48:00,English,United States of America,"Thriller, Horror, Psychological thriller, Black-and-white, Cult, Slasher",8.5,738572.0,True,1960
3949045.0,rocco and his brothers,1960-09-06,,0 days 02:48:00,Italian,"France, Italy","Thriller, Melodrama, Art film, World cinema, Family Drama, Black-and-white, Sports, Drama",8.2,22341.0,False,1960
1647985.0,shoot the piano player,1960-01-01,,0 days 01:20:00,French,France,"Thriller, Melodrama, Art film, World cinema, Crime Drama, Comedy-drama, Black-and-white, Drama, Comedy, Film noir",7.4,21042.0,False,1960
166813.0,spartacus,1960-10-06,60000000.0,0 days 03:08:00,English,United States of America,"Adventure, Costume drama, Historical fiction, Epic, Drama, War film, Biographical film, Action, Romance Film",7.9,146091.0,False,1960
43849.0,the apartment,1960-06-15,24600000.0,0 days 02:05:00,English,United States of America,"Romantic comedy, Comedy-drama, Workplace Comedy, Black-and-white, Drama, Comedy, Romance Film",8.3,202865.0,False,1960
12606064.0,the hole,1960-01-01,,,,United States of America,Short Film,8.5,21219.0,False,1960
29230179.0,the hole,1960-01-01,,0 days 00:09:00,,,"Short Film, Documentary",8.5,21219.0,False,1960
325206.0,the little shop of horrors,1960-09-14,,0 days 01:10:00,English,United States of America,"Indie, Black-and-white, Cult, Musical, Comedy, Black comedy",6.2,20215.0,False,1960
31556.0,the magnificent seven,1960-10-23,,0 days 02:08:00,"English, Spanish",United States of America,"Action/Adventure, Western, Drama",7.7,104817.0,False,1960
2821933.0,the time machine,1960-08-17,2610000.0,0 days 01:43:00,English,United States of America,"Science Fiction, Adventure, Doomsday film, Epic, Action/Adventure, Drama, Film adaptation, Time travel, Action, Dystopia",7.5,45908.0,False,1960
1411283.0,the virgin spring,1960-02-08,,0 days 01:29:00,Swedish,Sweden,"Thriller, Crime Fiction, Art film, World cinema, Crime Drama, Costume drama, Black-and-white, Period piece, Drama, Crime Thriller",8.0,32278.0,False,1960
51906.0,breakfast at tiffany's,1961-10-05,14000000.0,0 days 01:54:00,"Portuguese, English",United States of America,"Romantic comedy, Comedy of manners, Comedy-drama, Drama, Comedy, Romance Film",7.6,195946.0,False,1961
92715.0,judgment at nuremberg,1961-12-19,10000000.0,0 days 03:06:00,English,United States of America,"Drama, Political drama, Courtroom Drama",8.3,88356.0,False,1961
6816597.0,la notte,1961-01-01,,0 days 02:02:00,Italian,"France, Italy","Marriage Drama, Drama, World cinema, Black-and-white, Art film",7.9,24811.0,False,1961
157173.0,last year at marienbad,1961-01-01,,0 days 01:33:00,French,"France, Italy","Art film, World cinema, Surrealism, Experimental film, Drama, Romantic drama, Romance Film, Avant-garde",7.6,25561.0,False,1961
179351.0,one hundred and one dalmatians,1961-01-25,215880014.0,0 days 01:18:00,English,United States of America,"Family Film, Drama, Adventure, Animation",7.3,186494.0,False,1961
660343.0,"one, two, three",1961-12-15,,0 days 01:48:00,"English, Russian, German",United States of America,"Parody, Screwball comedy, Comedy of manners, Black-and-white, Political satire, Satire, Comedy, Political cinema",7.9,23472.0,False,1961
6984559.0,the guns of navarone,1961-04-27,,0 days 02:36:00,"Greek, German, English","United States of America, United Kingdom","Action, Drama, Adventure, War film",7.5,56734.0,False,1961
9309429.0,the hustler,1961-09-25,7600000.0,0 days 02:15:00,English,United States of America,"Sports, Drama, Black-and-white",7.9,88018.0,False,1961
1899307.0,the innocents,1961-12-25,,0 days 01:40:00,English,United Kingdom,"Thriller, Horror, Black-and-white, Cult, Drama, Film adaptation",7.7,33965.0,False,1961
1134155.0,the misfits,1961-02-01,,0 days 02:04:00,English,United States of America,"Black-and-white, Action/Adventure, Western, Drama, Comedy, Romantic drama, Romance Film",7.2,24063.0,False,1961
31176.0,the parent trap,1961-01-01,25150385.0,0 days 02:09:00,English,United States of America,"Romantic comedy, Comedy",7.2,24760.0,False,1961
1836615.0,through a glass darkly,1961-01-01,,0 days 01:31:00,Swedish,Sweden,"Drama, World cinema, Black-and-white, Art film",7.9,27939.0,False,1961
2270205.0,viridiana,1961-01-01,,0 days 01:30:00,Spanish,"Mexico, Spain","Art film, World cinema, Comedy-drama, Satire, Drama, Comedy, Black comedy",8.1,26673.0,False,1961
4608223.0,west side story,1961-10-18,43700000.0,0 days 02:32:00,"English, Spanish",United States of America,"Crime Fiction, Musical, Drama, Romance Film, Musical Drama, Juvenile Delinquency Film",7.6,123087.0,False,1961
312498.0,yojimbo,1961-04-25,,0 days 01:50:00,Japanese,Japan,"Crime Fiction, Thriller, Japanese Movies, Adventure, World cinema, Costume Adventure, Black-and-white, Action/Adventure, Drama, Samurai cinema, Action, Art film",8.2,134877.0,False,1961
1100688.0,carnival of souls,1962-09-26,,,English,United States of America,"Thriller, Parody, Horror, Indie, Supernatural, Cult, Drama, Comedy",7.0,29099.0,False,1962
3644380.0,cleo from 5 to 7,1962-04-11,,0 days 01:30:00,French,"France, Italy","Music, Drama, Comedy, World cinema",7.8,28604.0,False,1962
6446053.0,dr. no,1962-10-05,59600000.0,0 days 01:49:00,"French, English",United Kingdom,"Action/Adventure, Thriller, Glamorized Spy Film, Action, Adventure",7.2,183663.0,False,1962
3137571.0,harakiri,1962-09-16,,0 days 02:13:00,Japanese,Japan,"Samurai cinema, Japanese Movies, Drama, Art film, World cinema",8.6,74808.0,False,1962
2158246.0,jules and jim,1962-01-01,,0 days 01:41:00,"French, English, German",France,"Art film, World cinema, Black-and-white, Period piece, Drama, Romantic drama, Romance Film",7.7,45290.0,False,1962
43452.0,lawrence of arabia,1962-12-10,,0 days 03:48:00,"Arabic, English, Turkish","United States of America, United Kingdom","LGBT, Historical fiction, Adventure, British Empire Film, Costume drama, Roadshow theatrical release, Epic, Action/Adventure, Drama, War film, Biographical film, Action",8.3,322969.0,True,1962
1488066.0,lolita,1962-06-12,9250000.0,0 days 02:32:00,"French, English","United States of America, United Kingdom","Romantic drama, Comedy-drama, Black-and-white, Satire, Drama, Comedy, Film adaptation, Black comedy, Romance Film",7.5,110958.0,False,1962
3992363.0,mutiny on the bounty,1962-11-08,,0 days 02:59:00,English,United States of America,"Adventure, History, Action/Adventure, Drama, Film adaptation, Romance Film, Action",7.6,25361.0,False,1962
180241.0,sanjuro,1962-01-01,,0 days 01:36:00,Japanese,Japan,"Japanese Movies, Adventure, World cinema, Black-and-white, Action/Adventure, Martial Arts Film, Drama, Comedy, Samurai cinema, Art film",8.0,42039.0,False,1962
1343139.0,the longest day,1962-09-25,50000000.0,0 days 02:58:00,"French, German, English",United States of America,"History, Action, Drama, Epic, War film",7.7,60546.0,False,1962
434089.0,the man who shot liberty valance,1962-01-01,,0 days 02:03:00,English,United States of America,"Action/Adventure, Revisionist Western, Western, Action, Black-and-white",8.1,84343.0,False,1962
58147.0,the manchurian candidate,1962-10-24,7716923.0,0 days 02:09:00,English,United States of America,"Thriller, Political thriller, Cold War, Film adaptation, Psychological thriller, Black-and-white, Mystery, Drama, War film, Political drama, Film noir, Spy",7.9,81302.0,False,1962
4607980.0,to kill a mockingbird,1962-12-25,20629846.0,0 days 02:04:00,English,United States of America,"Crime Fiction, Family Drama, Childhood Drama, Black-and-white, Mystery, Drama, Film adaptation, Courtroom Drama",8.3,339066.0,True,1962
1170181.0,vivre sa vie,1962-01-01,,0 days 01:23:00,French,France,"Drama, Art film, World cinema",7.8,35918.0,False,1962
1917925.0,what ever happened to baby jane?,1962-10-26,9000000.0,0 days 02:15:00,English,United States of America,"Thriller, Drama, Horror, Psychological thriller",8.0,63831.0,False,1962
2030233.0,what ever happened to baby jane?,1962-01-01,,0 days 01:34:00,English,United States of America,"Thriller, Drama, Psychological thriller, Suspense, Television movie",8.0,63831.0,False,1962
318810.0,8½,1963-02-14,,0 days 02:18:00,"French, Italian, German, English","France, Italy","Drama, Fantasy",8.0,127471.0,False,1963
25367772.0,charade,1963-01-01,,0 days 01:23:00,English,United States of America,"Mystery, Drama, Comedy",7.8,88090.0,False,1963
